Area,MTU,Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|GR,2016-09-18 02:00:00,1344.0,1011.0,0.0,0.0,28.0,0.0,266.0
BZN|GR,2016-09-18 03:00:00,1357.0,952.0,0.0,0.0,25.0,0.0,272.0
BZN|GR,2016-09-18 04:00:00,1354.0,887.0,0.0,0.0,25.0,0.0,327.0
BZN|GR,2016-09-18 05:00:00,1363.0,883.0,0.0,0.0,53.0,0.0,344.0
BZN|GR,2016-09-18 06:00:00,1363.0,843.0,0.0,0.0,108.0,50.0,344.0
BZN|GR,2016-09-18 07:00:00,1353.0,862.0,0.0,0.0,156.0,333.0,260.0
BZN|GR,2016-09-18 08:00:00,1364.0,933.0,0.0,0.0,188.0,711.0,198.0
BZN|GR,2016-09-18 09:00:00,1442.0,1000.0,0.0,0.0,279.0,1063.0,168.0
BZN|GR,2016-09-18 10:00:00,1615.0,1056.0,0.0,0.0,201.0,1312.0,178.0
BZN|GR,2016-09-18 11:00:00,1707.0,994.0,0.0,0.0,173.0,1465.0,269.0
BZN|GR,2016-09-18 12:00:00,1697.0,968.0,0.0,0.0,108.0,1501.0,381.0
BZN|GR,2016-09-18 13:00:00,1674.0,1027.0,0.0,0.0,101.0,1418.0,403.0
BZN|GR,2016-09-18 14:00:00,1665.0,996.0,0.0,0.0,60.0,1240.0,421.0
BZN|GR,2016-09-18 15:00:00,1666.0,1043.0,0.0,0.0,92.0,963.0,439.0
BZN|GR,2016-09-18 16:00:00,1634.0,1090.0,0.0,0.0,73.0,601.0,381.0
BZN|GR,2016-09-18 17:00:00,1576.0,1306.0,0.0,32.0,173.0,257.0,363.0
BZN|GR,2016-09-18 18:00:00,1573.0,1492.0,0.0,137.0,583.0,30.0,334.0
BZN|GR,2016-09-18 19:00:00,1675.0,1729.0,0.0,255.0,1110.0,0.0,410.0
BZN|GR,2016-09-18 20:00:00,1780.0,1808.0,0.0,206.0,877.0,0.0,458.0
BZN|GR,2016-09-18 21:00:00,1637.0,1706.0,0.0,89.0,599.0,0.0,458.0
BZN|GR,2016-09-18 22:00:00,1569.0,1454.0,0.0,0.0,280.0,0.0,449.0
BZN|GR,2016-09-18 23:00:00,1519.0,1366.0,0.0,0.0,77.0,0.0,459.0
BZN|GR,2016-09-19 00:00:00,1468.0,943.0,0.0,0.0,115.0,0.0,464.0
BZN|GR,2016-09-19 01:00:00,1487.0,721.0,0.0,0.0,99.0,0.0,491.0
BZN|GR,2016-09-19 02:00:00,1481.0,712.0,0.0,0.0,54.0,0.0,419.0
BZN|GR,2016-09-19 03:00:00,1473.0,729.0,0.0,0.0,77.0,0.0,346.0
BZN|GR,2016-09-19 04:00:00,1481.0,766.0,0.0,0.0,69.0,0.0,409.0
BZN|GR,2016-09-19 05:00:00,1502.0,922.0,0.0,0.0,192.0,0.0,432.0
BZN|GR,2016-09-19 06:00:00,1508.0,1383.0,0.0,0.0,303.0,39.0,532.0
BZN|GR,2016-09-19 07:00:00,1539.0,2084.0,0.0,9.0,767.0,252.0,537.0
BZN|GR,2016-09-19 08:00:00,1701.0,2210.0,0.0,39.0,808.0,512.0,591.0
BZN|GR,2016-09-19 09:00:00,1721.0,2187.0,0.0,104.0,507.0,758.0,493.0
BZN|GR,2016-09-19 10:00:00,1675.0,2116.0,0.0,117.0,403.0,915.0,513.0
BZN|GR,2016-09-19 11:00:00,1689.0,2128.0,0.0,10.0,412.0,980.0,598.0
BZN|GR,2016-09-19 12:00:00,1826.0,2089.0,0.0,0.0,461.0,979.0,707.0
BZN|GR,2016-09-19 13:00:00,1994.0,2074.0,0.0,0.0,415.0,914.0,652.0
BZN|GR,2016-09-19 14:00:00,1879.0,2001.0,0.0,0.0,192.0,807.0,824.0
BZN|GR,2016-09-19 15:00:00,1656.0,1754.0,0.0,0.0,226.0,622.0,1053.0
BZN|GR,2016-09-19 16:00:00,1600.0,1918.0,0.0,0.0,176.0,385.0,984.0
BZN|GR,2016-09-19 17:00:00,1625.0,2117.0,0.0,11.0,317.0,175.0,835.0
BZN|GR,2016-09-19 18:00:00,1633.0,2394.0,0.0,46.0,676.0,21.0,730.0
BZN|GR,2016-09-19 19:00:00,1686.0,2543.0,0.0,298.0,1027.0,0.0,653.0
BZN|GR,2016-09-19 20:00:00,1699.0,2442.0,0.0,162.0,879.0,0.0,715.0
BZN|GR,2016-09-19 21:00:00,1599.0,2115.0,0.0,14.0,257.0,,
BZN|GR,2016-09-19 22:00:00,1450.0,1671.0,0.0,0.0,133.0,0.0,749.0
BZN|GR,2016-09-19 23:00:00,1452.0,1486.0,0.0,0.0,130.0,0.0,693.0
BZN|GR,2016-09-20 00:00:00,1482.0,882.0,0.0,0.0,83.0,0.0,566.0
BZN|GR,2016-09-20 01:00:00,1474.0,695.0,0.0,0.0,79.0,0.0,506.0
BZN|GR,2016-09-20 02:00:00,1420.0,634.0,0.0,0.0,77.0,0.0,528.0
BZN|GR,2016-09-20 03:00:00,1415.0,657.0,0.0,0.0,78.0,0.0,512.0
BZN|GR,2016-09-20 04:00:00,1449.0,722.0,0.0,0.0,78.0,0.0,494.0
BZN|GR,2016-09-20 05:00:00,1530.0,933.0,0.0,0.0,104.0,0.0,472.0
BZN|GR,2016-09-20 06:00:00,1621.0,1466.0,0.0,0.0,344.0,49.0,386.0
BZN|GR,2016-09-20 07:00:00,1625.0,1884.0,0.0,0.0,356.0,344.0,387.0
BZN|GR,2016-09-20 08:00:00,1568.0,2015.0,0.0,0.0,333.0,734.0,366.0
BZN|GR,2016-09-20 09:00:00,1575.0,1810.0,0.0,0.0,242.0,1105.0,398.0
BZN|GR,2016-09-20 10:00:00,1623.0,1639.0,0.0,0.0,233.0,1372.0,460.0
BZN|GR,2016-09-20 11:00:00,1641.0,1647.0,0.0,0.0,227.0,1512.0,561.0
BZN|GR,2016-09-20 12:00:00,1624.0,1578.0,0.0,0.0,161.0,1529.0,619.0
BZN|GR,2016-09-20 13:00:00,1480.0,1583.0,0.0,0.0,127.0,1442.0,621.0
BZN|GR,2016-09-20 14:00:00,1400.0,1537.0,0.0,0.0,68.0,1242.0,612.0
BZN|GR,2016-09-20 15:00:00,1459.0,1740.0,0.0,0.0,90.0,940.0,510.0
BZN|GR,2016-09-20 16:00:00,1549.0,1890.0,0.0,0.0,225.0,571.0,404.0
BZN|GR,2016-09-20 17:00:00,1617.0,2053.0,0.0,1.0,524.0,234.0,359.0
BZN|GR,2016-09-20 18:00:00,1744.0,2038.0,0.0,143.0,887.0,24.0,320.0
BZN|GR,2016-09-20 19:00:00,1854.0,2101.0,0.0,272.0,1386.0,0.0,318.0
BZN|GR,2016-09-20 20:00:00,1914.0,2088.0,0.0,197.0,1111.0,0.0,355.0
BZN|GR,2016-09-20 21:00:00,1742.0,1947.0,0.0,108.0,524.0,0.0,329.0
BZN|GR,2016-09-20 22:00:00,1715.0,1558.0,0.0,0.0,398.0,0.0,304.0
BZN|GR,2016-09-20 23:00:00,1692.0,1384.0,0.0,0.0,243.0,0.0,278.0
BZN|GR,2016-09-21 00:00:00,1681.0,918.0,0.0,0.0,86.0,0.0,246.0
BZN|GR,2016-09-21 01:00:00,1623.0,579.0,0.0,0.0,113.0,0.0,242.0
BZN|GR,2016-09-21 02:00:00,1679.0,544.0,0.0,0.0,74.0,0.0,211.0
BZN|GR,2016-09-21 03:00:00,1671.0,537.0,0.0,0.0,69.0,0.0,196.0
BZN|GR,2016-09-21 04:00:00,1682.0,654.0,0.0,0.0,80.0,0.0,192.0
BZN|GR,2016-09-21 05:00:00,1705.0,918.0,0.0,0.0,117.0,0.0,179.0
BZN|GR,2016-09-21 06:00:00,1832.0,1113.0,0.0,0.0,268.0,41.0,160.0
BZN|GR,2016-09-21 07:00:00,1918.0,1518.0,0.0,0.0,658.0,306.0,114.0
BZN|GR,2016-09-21 08:00:00,2012.0,1628.0,0.0,0.0,405.0,646.0,83.0
BZN|GR,2016-09-21 09:00:00,1844.0,1719.0,0.0,0.0,321.0,966.0,55.0
BZN|GR,2016-09-21 10:00:00,1800.0,1735.0,0.0,0.0,401.0,1203.0,43.0
BZN|GR,2016-09-21 11:00:00,1925.0,1693.0,0.0,0.0,378.0,1323.0,55.0
BZN|GR,2016-09-21 12:00:00,2034.0,1663.0,0.0,0.0,263.0,1325.0,72.0
BZN|GR,2016-09-21 13:00:00,1958.0,1641.0,0.0,0.0,178.0,1234.0,87.0
BZN|GR,2016-09-21 14:00:00,1826.0,1672.0,0.0,0.0,67.0,1045.0,99.0
BZN|GR,2016-09-21 15:00:00,1791.0,1556.0,0.0,0.0,68.0,773.0,140.0
BZN|GR,2016-09-21 16:00:00,1763.0,1948.0,0.0,0.0,417.0,462.0,148.0
BZN|GR,2016-09-21 17:00:00,1624.0,2043.0,0.0,59.0,842.0,191.0,161.0
BZN|GR,2016-09-21 18:00:00,1718.0,2111.0,0.0,238.0,1053.0,20.0,133.0
BZN|GR,2016-09-21 19:00:00,1900.0,2126.0,0.0,448.0,1396.0,0.0,101.0
BZN|GR,2016-09-21 20:00:00,1926.0,2108.0,0.0,273.0,1075.0,0.0,99.0
BZN|GR,2016-09-21 21:00:00,1723.0,2133.0,0.0,62.0,602.0,0.0,94.0
BZN|GR,2016-09-21 22:00:00,1764.0,1956.0,0.0,0.0,366.0,0.0,73.0
BZN|GR,2016-09-21 23:00:00,1798.0,1618.0,0.0,0.0,82.0,0.0,60.0
BZN|GR,2016-09-22 00:00:00,1732.0,1099.0,0.0,0.0,64.0,0.0,51.0
BZN|GR,2016-09-22 01:00:00,1555.0,966.0,0.0,0.0,49.0,0.0,55.0
BZN|GR,2016-09-22 02:00:00,1515.0,929.0,0.0,0.0,45.0,0.0,48.0
BZN|GR,2016-09-22 03:00:00,1530.0,922.0,0.0,0.0,44.0,0.0,57.0
BZN|GR,2016-09-22 04:00:00,1551.0,939.0,0.0,0.0,45.0,0.0,78.0
BZN|GR,2016-09-22 05:00:00,1567.0,1141.0,0.0,0.0,143.0,0.0,93.0
BZN|GR,2016-09-22 06:00:00,1657.0,1560.0,0.0,0.0,256.0,32.0,100.0
BZN|GR,2016-09-22 07:00:00,1685.0,2085.0,0.0,0.0,622.0,251.0,95.0
BZN|GR,2016-09-22 08:00:00,1765.0,2042.0,0.0,0.0,552.0,537.0,109.0
BZN|GR,2016-09-22 09:00:00,1699.0,1698.0,0.0,0.0,479.0,821.0,161.0
BZN|GR,2016-09-22 10:00:00,1648.0,1843.0,0.0,0.0,314.0,1044.0,159.0
BZN|GR,2016-09-22 11:00:00,1612.0,1938.0,0.0,0.0,272.0,1198.0,173.0
BZN|GR,2016-09-22 12:00:00,1624.0,1804.0,0.0,0.0,190.0,1232.0,178.0
BZN|GR,2016-09-22 13:00:00,1630.0,1527.0,0.0,0.0,164.0,1163.0,219.0
BZN|GR,2016-09-22 14:00:00,1611.0,1290.0,0.0,0.0,115.0,1026.0,272.0
BZN|GR,2016-09-22 15:00:00,1571.0,1300.0,0.0,0.0,81.0,782.0,290.0
BZN|GR,2016-09-22 16:00:00,1568.0,1415.0,0.0,0.0,231.0,467.0,320.0
BZN|GR,2016-09-22 17:00:00,1599.0,1860.0,0.0,35.0,532.0,188.0,292.0
BZN|GR,2016-09-22 18:00:00,1664.0,2001.0,0.0,83.0,1000.0,17.0,352.0
BZN|GR,2016-09-22 19:00:00,1692.0,1940.0,0.0,324.0,1301.0,0.0,372.0
BZN|GR,2016-09-22 20:00:00,1716.0,1969.0,0.0,324.0,869.0,0.0,369.0
BZN|GR,2016-09-22 21:00:00,1734.0,1903.0,0.0,78.0,451.0,0.0,379.0
BZN|GR,2016-09-22 22:00:00,1727.0,1642.0,0.0,3.0,179.0,0.0,425.0
BZN|GR,2016-09-22 23:00:00,1686.0,1174.0,0.0,0.0,73.0,0.0,498.0
BZN|GR,2016-09-23 00:00:00,1528.0,913.0,0.0,0.0,65.0,0.0,553.0
BZN|GR,2016-09-23 01:00:00,1482.0,521.0,0.0,0.0,50.0,0.0,542.0
BZN|GR,2016-09-23 02:00:00,1415.0,489.0,0.0,0.0,53.0,0.0,514.0
BZN|GR,2016-09-23 03:00:00,1419.0,504.0,0.0,0.0,55.0,0.0,540.0
BZN|GR,2016-09-23 04:00:00,1499.0,460.0,0.0,0.0,52.0,0.0,513.0
BZN|GR,2016-09-23 05:00:00,1626.0,651.0,0.0,0.0,139.0,0.0,493.0
BZN|GR,2016-09-23 06:00:00,1693.0,919.0,0.0,0.0,497.0,44.0,449.0
BZN|GR,2016-09-23 07:00:00,1802.0,1086.0,0.0,82.0,887.0,368.0,372.0
BZN|GR,2016-09-23 08:00:00,1743.0,1077.0,0.0,9.0,464.0,791.0,362.0
BZN|GR,2016-09-23 09:00:00,1599.0,974.0,0.0,0.0,395.0,1178.0,277.0
BZN|GR,2016-09-23 10:00:00,1460.0,988.0,0.0,4.0,363.0,1434.0,228.0
BZN|GR,2016-09-23 11:00:00,1399.0,1022.0,0.0,0.0,316.0,1551.0,188.0
BZN|GR,2016-09-23 12:00:00,1367.0,1045.0,0.0,0.0,324.0,1558.0,166.0
BZN|GR,2016-09-23 13:00:00,1399.0,1002.0,0.0,0.0,151.0,1479.0,170.0
BZN|GR,2016-09-23 14:00:00,1458.0,911.0,0.0,0.0,95.0,1303.0,165.0
BZN|GR,2016-09-23 15:00:00,1427.0,982.0,0.0,0.0,129.0,1011.0,170.0
BZN|GR,2016-09-23 16:00:00,1474.0,1479.0,0.0,0.0,254.0,623.0,163.0
BZN|GR,2016-09-23 17:00:00,1552.0,1696.0,0.0,24.0,621.0,251.0,146.0
BZN|GR,2016-09-23 18:00:00,1625.0,1734.0,0.0,176.0,1332.0,20.0,135.0
BZN|GR,2016-09-23 19:00:00,1798.0,1692.0,0.0,424.0,1478.0,0.0,137.0
BZN|GR,2016-09-23 20:00:00,1778.0,1765.0,0.0,281.0,1213.0,0.0,158.0
BZN|GR,2016-09-23 21:00:00,1778.0,1700.0,0.0,44.0,607.0,0.0,188.0
BZN|GR,2016-09-23 22:00:00,1671.0,1625.0,0.0,0.0,279.0,0.0,211.0
BZN|GR,2016-09-23 23:00:00,1577.0,1531.0,0.0,0.0,126.0,0.0,212.0
BZN|GR,2016-09-24 00:00:00,1528.0,1145.0,0.0,0.0,118.0,0.0,205.0
BZN|GR,2016-09-24 01:00:00,1502.0,758.0,0.0,0.0,137.0,0.0,261.0
BZN|GR,2016-09-24 02:00:00,1494.0,507.0,0.0,0.0,183.0,0.0,309.0
BZN|GR,2016-09-24 03:00:00,1456.0,507.0,0.0,0.0,170.0,0.0,342.0
BZN|GR,2016-09-24 04:00:00,1473.0,514.0,0.0,0.0,135.0,0.0,404.0
BZN|GR,2016-09-24 05:00:00,1494.0,495.0,0.0,0.0,250.0,0.0,475.0
BZN|GR,2016-09-24 06:00:00,1517.0,656.0,0.0,0.0,291.0,36.0,536.0
BZN|GR,2016-09-24 07:00:00,1588.0,640.0,0.0,0.0,508.0,323.0,548.0
BZN|GR,2016-09-24 08:00:00,1686.0,627.0,0.0,0.0,421.0,721.0,557.0
BZN|GR,2016-09-24 09:00:00,1582.0,648.0,0.0,0.0,313.0,1107.0,559.0
BZN|GR,2016-09-24 10:00:00,1593.0,643.0,0.0,0.0,343.0,1393.0,527.0
BZN|GR,2016-09-24 11:00:00,1690.0,601.0,0.0,0.0,434.0,1544.0,488.0
BZN|GR,2016-09-24 12:00:00,1736.0,599.0,0.0,0.0,268.0,1564.0,449.0
BZN|GR,2016-09-24 13:00:00,1638.0,597.0,0.0,0.0,191.0,1485.0,397.0
BZN|GR,2016-09-24 14:00:00,1642.0,601.0,0.0,0.0,80.0,1292.0,379.0
BZN|GR,2016-09-24 15:00:00,1577.0,625.0,0.0,0.0,71.0,984.0,352.0
BZN|GR,2016-09-24 16:00:00,1542.0,763.0,0.0,0.0,150.0,593.0,332.0
BZN|GR,2016-09-24 17:00:00,1556.0,1135.0,0.0,28.0,586.0,232.0,341.0
BZN|GR,2016-09-24 18:00:00,1569.0,1275.0,0.0,223.0,1058.0,18.0,361.0
BZN|GR,2016-09-24 19:00:00,1717.0,1434.0,0.0,411.0,1389.0,0.0,386.0
BZN|GR,2016-09-24 20:00:00,1846.0,1361.0,0.0,240.0,1157.0,0.0,383.0
BZN|GR,2016-09-24 21:00:00,1783.0,1324.0,0.0,59.0,617.0,0.0,408.0
BZN|GR,2016-09-24 22:00:00,1693.0,1063.0,0.0,0.0,249.0,0.0,406.0
BZN|GR,2016-09-24 23:00:00,1614.0,1058.0,0.0,0.0,137.0,0.0,417.0
BZN|GR,2016-09-25 00:00:00,1585.0,794.0,0.0,0.0,64.0,0.0,425.0
BZN|GR,2016-09-25 01:00:00,1608.0,583.0,0.0,0.0,118.0,0.0,428.0
BZN|GR,2016-09-25 02:00:00,1466.0,546.0,0.0,0.0,98.0,0.0,411.0
BZN|GR,2016-09-25 03:00:00,1234.0,586.0,0.0,0.0,374.0,0.0,435.0
BZN|GR,2016-09-25 04:00:00,1332.0,588.0,0.0,0.0,297.0,0.0,472.0
BZN|GR,2016-09-25 05:00:00,1462.0,581.0,0.0,0.0,201.0,0.0,474.0
BZN|GR,2016-09-25 06:00:00,1385.0,600.0,0.0,0.0,192.0,39.0,483.0
BZN|GR,2016-09-25 07:00:00,1357.0,619.0,0.0,0.0,206.0,356.0,482.0
BZN|GR,2016-09-25 08:00:00,1329.0,596.0,0.0,1.0,280.0,768.0,473.0
BZN|GR,2016-09-25 09:00:00,1323.0,645.0,0.0,0.0,284.0,1151.0,442.0
BZN|GR,2016-09-25 10:00:00,1389.0,642.0,0.0,0.0,282.0,1414.0,411.0
BZN|GR,2016-09-25 11:00:00,1452.0,649.0,0.0,0.0,342.0,1530.0,353.0
BZN|GR,2016-09-25 12:00:00,1462.0,601.0,0.0,0.0,306.0,1530.0,277.0
BZN|GR,2016-09-25 13:00:00,1354.0,598.0,0.0,0.0,224.0,1430.0,243.0
BZN|GR,2016-09-25 14:00:00,1328.0,601.0,0.0,0.0,51.0,1211.0,234.0
BZN|GR,2016-09-25 15:00:00,1325.0,602.0,0.0,0.0,33.0,901.0,237.0
BZN|GR,2016-09-25 16:00:00,1331.0,690.0,0.0,0.0,177.0,534.0,205.0
BZN|GR,2016-09-25 17:00:00,1340.0,922.0,0.0,5.0,508.0,205.0,182.0
BZN|GR,2016-09-25 18:00:00,1355.0,1181.0,0.0,192.0,1095.0,15.0,170.0
BZN|GR,2016-09-25 19:00:00,1514.0,1469.0,0.0,385.0,1424.0,0.0,194.0
BZN|GR,2016-09-25 20:00:00,1642.0,1489.0,0.0,248.0,1184.0,0.0,188.0
BZN|GR,2016-09-25 21:00:00,1572.0,1490.0,0.0,181.0,804.0,0.0,177.0
BZN|GR,2016-09-25 22:00:00,1442.0,1460.0,0.0,40.0,521.0,0.0,150.0
BZN|GR,2016-09-25 23:00:00,1346.0,1400.0,0.0,5.0,209.0,0.0,141.0
BZN|GR,2016-09-26 00:00:00,1270.0,965.0,0.0,0.0,56.0,0.0,134.0
BZN|GR,2016-09-26 01:00:00,1206.0,791.0,0.0,0.0,59.0,0.0,152.0
BZN|GR,2016-09-26 02:00:00,1199.0,705.0,0.0,0.0,51.0,0.0,165.0
BZN|GR,2016-09-26 03:00:00,1181.0,712.0,0.0,0.0,52.0,0.0,175.0
BZN|GR,2016-09-26 04:00:00,1196.0,777.0,0.0,0.0,58.0,0.0,238.0
BZN|GR,2016-09-26 05:00:00,1307.0,844.0,0.0,0.0,215.0,0.0,271.0
BZN|GR,2016-09-26 06:00:00,1511.0,1097.0,0.0,0.0,567.0,34.0,330.0
BZN|GR,2016-09-26 07:00:00,1606.0,1490.0,0.0,0.0,908.0,339.0,331.0
BZN|GR,2016-09-26 08:00:00,1505.0,1533.0,0.0,0.0,900.0,757.0,320.0
BZN|GR,2016-09-26 09:00:00,1412.0,1533.0,0.0,0.0,640.0,1152.0,264.0
BZN|GR,2016-09-26 10:00:00,1372.0,1520.0,0.0,0.0,402.0,1404.0,245.0
BZN|GR,2016-09-26 11:00:00,1355.0,1475.0,0.0,0.0,396.0,1493.0,236.0
BZN|GR,2016-09-26 12:00:00,1321.0,1625.0,0.0,0.0,279.0,1479.0,245.0
BZN|GR,2016-09-26 13:00:00,1268.0,1675.0,0.0,0.0,245.0,1369.0,237.0
BZN|GR,2016-09-26 14:00:00,1219.0,1727.0,0.0,0.0,144.0,1145.0,247.0
BZN|GR,2016-09-26 15:00:00,1206.0,1866.0,0.0,0.0,143.0,835.0,255.0
BZN|GR,2016-09-26 16:00:00,1221.0,2075.0,0.0,0.0,265.0,182.0,209.0
BZN|GR,2016-09-26 17:00:00,1144.0,2689.0,0.0,37.0,480.0,12.0,243.0
BZN|GR,2016-09-26 18:00:00,1067.0,2480.0,0.0,235.0,1238.0,0.0,254.0
BZN|GR,2016-09-26 19:00:00,1105.0,2229.0,0.0,315.0,1384.0,0.0,245.0
BZN|GR,2016-09-26 20:00:00,,,,,,0.0,255.0
BZN|GR,2016-09-26 21:00:00,,,,,,,
BZN|GR,2016-09-26 22:00:00,,,,,,0.0,242.0
BZN|GR,2016-09-26 23:00:00,983.0,2133.0,0.0,0.0,125.0,0.0,276.0
BZN|GR,2016-09-27 00:00:00,1006.0,1586.0,0.0,0.0,71.0,0.0,273.0
BZN|GR,2016-09-27 01:00:00,1001.0,1393.0,0.0,0.0,76.0,0.0,314.0
BZN|GR,2016-09-27 02:00:00,986.0,1366.0,0.0,0.0,79.0,0.0,368.0
BZN|GR,2016-09-27 03:00:00,1072.0,1802.0,0.0,0.0,366.0,0.0,386.0
BZN|GR,2016-09-27 04:00:00,983.0,1399.0,0.0,0.0,79.0,690.0,546.0
BZN|GR,2016-09-27 05:00:00,1018.0,1450.0,0.0,0.0,145.0,0.0,523.0
BZN|GR,2016-09-27 06:00:00,,,,,,31.0,597.0
BZN|GR,2016-09-27 07:00:00,1201.0,2099.0,0.0,130.0,1048.0,314.0,619.0
BZN|GR,2016-09-27 08:00:00,,,,,,,
BZN|GR,2016-09-27 09:00:00,1224.0,1965.0,0.0,0.0,684.0,1043.0,581.0
BZN|GR,2016-09-27 10:00:00,1201.0,1843.0,0.0,0.0,379.0,1301.0,557.0
BZN|GR,2016-09-27 11:00:00,1223.0,1999.0,0.0,0.0,309.0,1441.0,483.0
BZN|GR,2016-09-27 12:00:00,1204.0,2037.0,0.0,0.0,245.0,1460.0,427.0
BZN|GR,2016-09-27 13:00:00,1220.0,1985.0,0.0,0.0,142.0,1379.0,416.0
BZN|GR,2016-09-27 14:00:00,1201.0,2026.0,0.0,0.0,89.0,1184.0,392.0
BZN|GR,2016-09-27 15:00:00,1191.0,2131.0,0.0,0.0,89.0,884.0,404.0
BZN|GR,2016-09-27 16:00:00,1173.0,2262.0,0.0,0.0,135.0,527.0,429.0
BZN|GR,2016-09-27 17:00:00,1206.0,2583.0,0.0,0.0,546.0,205.0,457.0
BZN|GR,2016-09-27 18:00:00,1225.0,2892.0,0.0,235.0,1351.0,13.0,461.0
BZN|GR,2016-09-27 19:00:00,1271.0,3018.0,0.0,324.0,1342.0,0.0,450.0
BZN|GR,2016-09-27 20:00:00,1304.0,3089.0,0.0,134.0,1025.0,0.0,487.0
BZN|GR,2016-09-27 21:00:00,1313.0,2524.0,0.0,0.0,363.0,0.0,519.0
BZN|GR,2016-09-27 22:00:00,1286.0,2012.0,0.0,0.0,237.0,0.0,581.0
BZN|GR,2016-09-27 23:00:00,1221.0,1555.0,0.0,0.0,86.0,0.0,638.0
BZN|GR,2016-09-28 00:00:00,1148.0,823.0,0.0,0.0,60.0,0.0,691.0
BZN|GR,2016-09-28 01:00:00,1135.0,713.0,0.0,0.0,50.0,0.0,726.0
BZN|GR,2016-09-28 02:00:00,1146.0,654.0,0.0,0.0,50.0,0.0,740.0
BZN|GR,2016-09-28 03:00:00,1134.0,611.0,0.0,0.0,50.0,0.0,742.0
BZN|GR,2016-09-28 04:00:00,1140.0,697.0,0.0,0.0,55.0,0.0,726.0
BZN|GR,2016-09-28 05:00:00,1136.0,894.0,0.0,0.0,145.0,0.0,784.0
BZN|GR,2016-09-28 06:00:00,1187.0,1491.0,0.0,0.0,508.0,31.0,798.0
BZN|GR,2016-09-28 07:00:00,1277.0,1774.0,0.0,0.0,1080.0,350.0,806.0
BZN|GR,2016-09-28 08:00:00,1292.0,1891.0,0.0,0.0,929.0,776.0,778.0
BZN|GR,2016-09-28 09:00:00,1284.0,1847.0,0.0,0.0,596.0,1164.0,771.0
BZN|GR,2016-09-28 10:00:00,1187.0,1645.0,0.0,0.0,358.0,1434.0,770.0
BZN|GR,2016-09-28 11:00:00,1149.0,1556.0,0.0,0.0,240.0,1573.0,724.0
BZN|GR,2016-09-28 12:00:00,1179.0,1615.0,0.0,0.0,162.0,1601.0,678.0
BZN|GR,2016-09-28 13:00:00,1214.0,1574.0,0.0,0.0,159.0,1525.0,636.0
BZN|GR,2016-09-28 14:00:00,1187.0,1468.0,0.0,0.0,66.0,1330.0,582.0
BZN|GR,2016-09-28 15:00:00,1203.0,1782.0,0.0,0.0,73.0,1012.0,548.0
BZN|GR,2016-09-28 16:00:00,1224.0,2132.0,0.0,0.0,167.0,606.0,525.0
BZN|GR,2016-09-28 17:00:00,1441.0,2160.0,0.0,2.0,533.0,227.0,497.0
BZN|GR,2016-09-28 18:00:00,1581.0,2108.0,0.0,134.0,1274.0,12.0,467.0
BZN|GR,2016-09-28 19:00:00,1756.0,2082.0,0.0,326.0,1483.0,0.0,464.0
BZN|GR,2016-09-28 20:00:00,1633.0,1922.0,0.0,279.0,1319.0,0.0,465.0
BZN|GR,2016-09-28 21:00:00,1438.0,2164.0,0.0,54.0,637.0,0.0,464.0
BZN|GR,2016-09-28 22:00:00,1437.0,2009.0,0.0,0.0,233.0,0.0,415.0
BZN|GR,2016-09-28 23:00:00,1415.0,1559.0,0.0,0.0,39.0,0.0,398.0
BZN|GR,2016-09-29 00:00:00,1384.0,1022.0,0.0,0.0,38.0,0.0,434.0
BZN|GR,2016-09-29 01:00:00,1372.0,912.0,0.0,0.0,39.0,0.0,470.0
BZN|GR,2016-09-29 02:00:00,1365.0,893.0,0.0,0.0,30.0,0.0,519.0
BZN|GR,2016-09-29 03:00:00,1360.0,893.0,0.0,0.0,30.0,0.0,544.0
BZN|GR,2016-09-29 04:00:00,1361.0,892.0,0.0,0.0,31.0,0.0,538.0
BZN|GR,2016-09-29 05:00:00,1356.0,1004.0,0.0,0.0,122.0,0.0,494.0
BZN|GR,2016-09-29 06:00:00,1429.0,1700.0,0.0,0.0,354.0,29.0,384.0
BZN|GR,2016-09-29 07:00:00,1520.0,1861.0,0.0,26.0,929.0,364.0,302.0
BZN|GR,2016-09-29 08:00:00,1475.0,1802.0,0.0,7.0,828.0,820.0,260.0
BZN|GR,2016-09-29 09:00:00,1475.0,1557.0,0.0,0.0,642.0,1231.0,215.0
BZN|GR,2016-09-29 10:00:00,1509.0,1548.0,0.0,0.0,270.0,1514.0,169.0
BZN|GR,2016-09-29 11:00:00,1496.0,1528.0,0.0,0.0,271.0,1662.0,139.0
BZN|GR,2016-09-29 12:00:00,1461.0,1595.0,0.0,0.0,217.0,1697.0,131.0
BZN|GR,2016-09-29 13:00:00,1458.0,1458.0,0.0,0.0,167.0,1617.0,137.0
BZN|GR,2016-09-29 14:00:00,1414.0,1435.0,0.0,0.0,46.0,1408.0,158.0
BZN|GR,2016-09-29 15:00:00,1431.0,1561.0,0.0,0.0,52.0,1074.0,155.0
